"transaction_id","customer_name","account_number","transaction_date_raw","transaction_amount","currency","transaction_type","branch_code","balance_after_transaction","notes","data_issue_flag","transaction_date_clean","balance_issue_flag"
"494727","Christopher Hanna",NULL,"06/04/2022","5231.48","USD","Credit","BR806","55010.63",NULL," Invalid Account Number","2022-04-06","Mismatch"
"779420","Mrie Logn",NULL,"September 27, 2022","19676.37","GBP","Transfer","BR634","76002.10",NULL," Invalid Account Number","2022-09-27","Mismatch"
"377220","Julie Carroll",NULL,"October 21, 2023","16840.97","INVALID","Debit","BR023","99327.46",NULL," Invalid Account Number","2023-10-21","Mismatch"
"170189","Jason Odonnell",NULL,"2024-12-29","10047.75","EUR","Debit","BR387","71697.84",NULL," Invalid Account Number","2024-12-29","Mismatch"
"284474","Tracy Perez",NULL,"12/10/2021",NULL,"EUR","Credit","BR696","81541.79","Catch yard drug."," Missing Critical Field Invalid Account Number","2021-10-12",NULL
"899863","Donna Wright",NULL,"January 08, 2026",NULL,"EUR","Transfer","BR256","23359.99","Check bounced"," Missing Critical Field Invalid Account Number","2026-01-08",NULL
"770773","Debra Rice",NULL,"09/06/2021","14154.44","GBP","Credit","BR454","30702.53","Check bounced"," Invalid Account Number","2021-06-09","Mismatch"
"493931","Kenneth Newman",NULL,"02/07/2021","2113.49","GBP","Debit","BR064","63746.26","Manual correction"," Invalid Account Number","2021-07-02","Mismatch"
"648963","Daniel Shaw",NULL,"December 17, 2022","5933.85","USD","Credit","BR020","60673.98","Operation nature his major order move art."," Invalid Account Number","2022-12-17","Mismatch"
"413616","Lauren Parks",NULL,"27/12/2022","3356.70","INR","Debit","BR632","57388.20","Manual correction"," Invalid Account Number","2022-12-27","Mismatch"
"968570","Angel Cruz",NULL,"January 10, 2023","8273.18","INVALID","Transfer","BR049","76250.29","Check bounced"," Invalid Account Number","2023-01-10","Mismatch"
"991723","John Rogers",NULL,"11/06/2023","19737.17","USD","Transfer","BR395","13367.11","Check bounced"," Invalid Account Number","2023-06-11","Mismatch"
"653081","Whitney Klein",NULL,"2025-01-11","3173.40","EUR","Transfer","BR167","10242.96","Manual correction"," Invalid Account Number","2025-01-11","Mismatch"
"111965","Carol Schmidt",NULL,"2025-09-21","8502.11","INVALID","Debit","BR135","49540.62",NULL," Invalid Account Number","2025-09-21","Mismatch"
"252165","James Hoffman",NULL,"December 04, 2025","10834.57","INVALID","Debit","BR121","44386.63","Check bounced"," Invalid Account Number","2025-12-04","Mismatch"
"748422","Andrea Snow",NULL,"2021-08-12","2696.50","INR","Transfer","BR876","52849.62",NULL," Invalid Account Number","2021-08-12","Mismatch"
"379469","Brandi May",NULL,"27/12/2021","8713.98","USD","Transfer","BR351","19225.52",NULL," Invalid Account Number","2021-12-27","Mismatch"
"263419","Melanie Jenkins",NULL,"2023-05-19","15264.37","EUR","Credit","BR725","64835.11",NULL," Invalid Account Number","2023-05-19","Mismatch"
"562691","Michael Herrera",NULL,"August 06, 2023","5890.50","INR","Transfer","BR325","38712.26",NULL," Invalid Account Number","2023-08-06","Mismatch"
"549690","Makayla Gonzales",NULL,"May 27, 2024","17921.11","USD","Credit","BR312","88683.17",NULL," Invalid Account Number","2024-05-27","Mismatch"
"694484","Tracy Trevino",NULL,"2025-01-04","11745.95","INR","Transfer","BR261","5781.16",NULL," Invalid Account Number","2025-01-04","Mismatch"
"191077","Kenneth Mckenzie",NULL,"25/06/2025","12868.96","USD","Debit","BR507","71743.65",NULL," Invalid Account Number","2025-06-25","Mismatch"
"803811","Deborh Mccoy",NULL,"12/09/2025","19671.58","INVALID","Transfer","BR039","68417.03",NULL," Invalid Account Number","2025-09-12","Mismatch"
"736533","Charles Graham",NULL,"10/08/2021",NULL,"INVALID","Debit","BR539","95667.78","Back white final morning local traditional."," Missing Critical Field Invalid Account Number","2021-08-10",NULL
"467557","Erika Martinez",NULL,"09/10/2021","12933.54","USD","Credit","BR518","11761.95","Else prove president north free board phone discuss."," Invalid Account Number","2021-10-09","Mismatch"
"156172","Oscar Wolf",NULL,"2022-01-26","235.85","INR","Transfer","BR735","56771.38","Experience then paper."," Invalid Account Number","2022-01-26","Mismatch"
"114483","Stanley Smith",NULL,"August 08, 2022","7088.74","GBP","Debit","BR509","33581.84",NULL," Invalid Account Number","2022-08-08","Mismatch"
"698648","Jeffrey Simmons",NULL,"11/04/2023","4619.81","EUR","Credit",NULL,"45265.60","Check bounced"," Invalid Account Number","2023-04-11","Mismatch"
"917654","Michael Rodgers",NULL,"2023-08-04","10966.56","EUR","Transfer","BR777","97047.86","Manual correction"," Invalid Account Number","2023-08-04","Mismatch"
"676100","Joseph Nguyen",NULL,"30/03/2024","1963.25","INVALID","Debit","BR922","77816.18",NULL," Invalid Account Number","2024-03-30","Mismatch"
"304440","Debbie Henry",NULL,"13/06/2024","3277.01","USD","Transfer","BR807","83144.01",NULL," Invalid Account Number","2024-06-13","Mismatch"
"792414","Maria Reed",NULL,"23/07/2024","7580.87","EUR","Credit","BR054","71899.65","Manual correction"," Invalid Account Number","2024-07-23","Mismatch"
"922696","Karen Garrett",NULL,"December 17, 2024","9407.63","INR","Transfer","BR482","5060.39","Manual correction"," Invalid Account Number","2024-12-17","Mismatch"
"730362","Justin Baker",NULL,"16/04/2025","15029.37","USD","Transfer","BR063","62350.94","Others save several usually American chair everything."," Invalid Account Number","2025-04-16","Mismatch"
"350167","Lawrence Perkins",NULL,"2025-06-14","1359.33","USD","Debit","BR000","37939.86","Activity score big couple event."," Invalid Account Number","2025-06-14","Mismatch"
"655805","Courtney Webb",NULL,"2025-06-24","4174.60","INVALID","Debit","BR804","17905.43","Manual correction"," Invalid Account Number","2025-06-24","Mismatch"
"350041","Mr. David White",NULL,"06/11/2021","8572.92","GBP","Debit","BR560","11383.63",NULL," Invalid Account Number","2021-11-06","Mismatch"
"418843","Michele Fisher",NULL,"20/12/2021","9425.29","USD","Transfer","BR312","21267.34",NULL," Invalid Account Number","2021-12-20","Mismatch"
"157238","Billy Stuart",NULL,"January 30, 2022","16796.32","GBP","Transfer","BR293","58200.83",NULL," Invalid Account Number","2022-01-30","Mismatch"
"881227","Joseph Nicholson",NULL,"19/03/2023","9161.86","USD","Transfer","BR662","47679.61",NULL," Invalid Account Number","2023-03-19","Mismatch"
"444143","Cynthia Taylor",NULL,"2023-09-17","5816.11","INR","Credit","BR230","34656.14",NULL," Invalid Account Number","2023-09-17","Mismatch"
"353472","Alexander Reyes",NULL,"May 08, 2024","2748.92","GBP","Transfer","BR107","3543.56",NULL," Invalid Account Number","2024-05-08","Mismatch"
"739982","Steven Bentley",NULL,"30/04/2025","1554.69","INR","Debit","BR754","27687.10",NULL," Invalid Account Number","2025-04-30","Mismatch"
"152465","Ms. Jennifer Kline Md",NULL,"May 11, 2021","15827.17","INVALID","Credit","BR885","96961.49","Check bounced"," Invalid Account Number","2021-05-11","Mismatch"
"428463","Lance Avery",NULL,"November 25, 2021","4917.69","INVALID","Credit","BR774","21489.85","Manual correction"," Invalid Account Number","2021-11-25","Mismatch"
"446359","Michael Ramos",NULL,"03/01/2022","3969.22","INVALID","Transfer","BR522","82384.92","Manual correction"," Invalid Account Number","2022-01-03","Mismatch"
"240594","Alexandra Wilson",NULL,"July 03, 2022","16777.92","GBP","Credit","BR853","668.72","Final technology allow central staff yes let."," Invalid Account Number","2022-07-03","Mismatch"
"237992","Curtis Jones",NULL,"25/10/2022","2827.16","EUR","Debit","BR731","98457.27","Determine easy probably itself unit."," Invalid Account Number","2022-10-25","Mismatch"
"175182","Molly Collins",NULL,"2023-02-09","15298.34","INR","Debit","BR667","41751.15","Statement democratic key can hospital."," Invalid Account Number","2023-02-09","Mismatch"
"435439","Philip Young",NULL,"17/02/2023","8211.46","USD","Credit","BR522","80069.83","Manual correction"," Invalid Account Number","2023-02-17","Mismatch"
"260116","Donald Jordan",NULL,"April 06, 2023","13023.65","INVALID","Transfer","BR724","45736.76","Check bounced"," Invalid Account Number","2023-04-06","Mismatch"
"683054","Deborah Coffey",NULL,"2023-04-18","2654.11","INVALID","Transfer","BR009","2245.64","Tonight head cause manage although affect control more."," Invalid Account Number","2023-04-18","Mismatch"
"489129","Maria Hall",NULL,"December 09, 2023","2173.74","INVALID","Debit","BR618","72972.40","Wind property performance mission experience red."," Invalid Account Number","2023-12-09","Mismatch"
"870385","Gloria Davenport",NULL,"2023-12-19","7003.98","INVALID","Debit","BR982","60601.18","Consider top customer hear sure quickly."," Invalid Account Number","2023-12-19","Mismatch"
"189631","Calvin Bowman",NULL,"2024-02-12","5710.89","EUR","Credit","BR373","96320.28","Discussion would commercial fine international art card loss."," Invalid Account Number","2024-02-12","Mismatch"
"650550","Thomas Ferguson",NULL,"December 01, 2024","299.92","INVALID","Credit","BR969","14499.46","Check bounced"," Invalid Account Number","2024-12-01","Mismatch"
"434168","Christopher Smith",NULL,"10/12/2024","17532.54","INR","Credit","BR054","18866.13","Check bounced"," Invalid Account Number","2024-12-10","Mismatch"
"841871","Jennifer Wiggins",NULL,"2025-04-25","11629.11","INVALID","Credit","BR524","17076.41","Check bounced"," Invalid Account Number","2025-04-25","Mismatch"
"551194","David Jenkins",NULL,"2025-05-01","11879.49","INR","Credit",NULL,"83935.30","Realize hair its television best glass."," Invalid Account Number","2025-05-01","Mismatch"
"647428","Christine Oconnor",NULL,"2025-11-08","19021.06","USD","Transfer","BR860","95361.94","Management wall view mouth."," Invalid Account Number","2025-11-08","Mismatch"
"626375","Devin Collins",NULL,"November 12, 2023","978.64","INR","Debit","BR166","12760.56",NULL," Invalid Account Number","2023-11-12","Mismatch"
"657604","Jessica Bartlett",NULL,"2021-09-30","223.89","INVALID","Credit","BR630","59211.64","Manual correction"," Invalid Account Number","2021-09-30","Mismatch"
"665800","John Edwards",NULL,"29/05/2022","8068.36","EUR","Debit","BR209","92989.64","Manual correction"," Invalid Account Number","2022-05-29","Mismatch"
"609026","Mr. Joseph Cruz",NULL,"November 28, 2022","19078.00","EUR","Debit","BR486","78348.89","Check bounced"," Invalid Account Number","2022-11-28","Mismatch"
"779585","Ryan White",NULL,"February 13, 2023","16040.42","EUR","Credit","BR198","83692.83",NULL," Invalid Account Number","2023-02-13","Mismatch"
"503172","Stanley Perry",NULL,"08/03/2024","10315.93","INVALID","Debit","BR755","25635.75",NULL," Invalid Account Number","2024-03-08","Mismatch"
"288583","Derrick Vargas",NULL,"July 10, 2024","15760.22","INVALID","Transfer",NULL,"90150.60","Check bounced"," Invalid Account Number","2024-07-10","Mismatch"
"378555","Lauren Lawson",NULL,"19/09/2024","15858.95","EUR","Transfer","BR744","19166.23","Check bounced"," Invalid Account Number","2024-09-19","Mismatch"
"566916","Sarah Perez",NULL,"2025-01-12","7339.91","INVALID","Debit","BR855","91348.81","International model during laugh."," Invalid Account Number","2025-01-12","Mismatch"
"535117","Elizabeth Giles",NULL,"22/01/2025","9366.84","EUR","Transfer","BR148","27869.92","Manual correction"," Invalid Account Number","2025-01-22","Mismatch"
"672309","Tracey Kirby",NULL,"2025-04-10","12403.13","INVALID","Transfer","BR935","89950.69",NULL," Invalid Account Number","2025-04-10","Mismatch"
"321578","Kimberly Bryant",NULL,"2025-04-18","17564.32","INR","Debit","BR076","90199.27",NULL," Invalid Account Number","2025-04-18","Mismatch"
"974944","Mr. Jack Parker",NULL,"2025-09-14","10268.08","EUR","Credit","BR305","59189.84",NULL," Invalid Account Number","2025-09-14","Mismatch"
"862165","Sara Villegas",NULL,"May 13, 2021","10872.68","INVALID","Transfer","BR628","61817.55",NULL," Invalid Account Number","2021-05-13","Mismatch"
"814473","Stephanie Morgan Dvm",NULL,"26/05/2021","6709.51","INVALID","Transfer","BR142","15192.57",NULL," Invalid Account Number","2021-05-26","Mismatch"
"888610","Regina Morris",NULL,"09/07/2022","17924.61","INR","Debit","BR869","28975.07",NULL," Invalid Account Number","2022-07-09","Mismatch"
"545736","Laura Mcbride",NULL,"2023-04-18",NULL,"EUR","Credit","BR850","83482.00",NULL," Missing Critical Field Invalid Account Number","2023-04-18",NULL
"547574","Christopher Jones",NULL,"04/02/2023","1363.69","EUR","Transfer","BR823","29516.22",NULL," Invalid Account Number","2023-02-04","Mismatch"
"567103","Robert Lowe",NULL,"November 28, 2024","7452.02","USD","Debit","BR806","23763.95",NULL," Invalid Account Number","2024-11-28","Mismatch"
"508028","Jennifer Gardner",NULL,"December 11, 2024","10375.76","EUR","Credit","BR591","936.14",NULL," Invalid Account Number","2024-12-11","Mismatch"
"553950","Kevin Charles",NULL,"21/02/2025","3449.13","INVALID","Transfer","BR743","54220.20",NULL," Invalid Account Number","2025-02-21","Mismatch"
"236311","Elizabeth Salazar",NULL,"June 07, 2025","6849.63","INVALID","Credit","BR879","49925.82",NULL," Invalid Account Number","2025-06-07","Mismatch"
"359844","Christina Lee",NULL,"15/09/2025","892.24","GBP","Debit","BR796","16036.92",NULL," Invalid Account Number","2025-09-15","Mismatch"
"106589","Patricia Torres",NULL,"2026-01-17","7689.89","INVALID","Transfer","BR589","33968.45",NULL," Invalid Account Number","2026-01-17","Mismatch"
"848689","Christopher Barker",NULL,"14/02/2026",NULL,"EUR","Debit","BR157","31819.32",NULL," Missing Critical Field Invalid Account Number","2026-02-14",NULL
"649042","Stephanie Eaton",NULL,"August 21, 2022",NULL,"INR","Credit","BR102","4078.37","Brother Mrs father whom during trial election future."," Missing Critical Field Invalid Account Number","2022-08-21",NULL
"640224","Molly Thomas","19915991","2024-08-16","17509.77","INVALID","Debit","BR210","88689.50",NULL,NULL,"2024-08-16",NULL
"767541","Rose Reed",NULL,"02/07/2021","5259.16","USD","Transfer","BR380","10013.35","Check bounced"," Invalid Account Number","2021-07-02","Mismatch"
"742741","Emma Salinas",NULL,"04/09/2021","59.98","INR","Credit","BR585","25632.99","Manual correction"," Invalid Account Number","2021-09-04","Mismatch"
"303435","Daniel Miller",NULL,"2022-07-02","18074.09","USD","Transfer","BR801","85898.62",NULL," Invalid Account Number","2022-07-02","Mismatch"
"712754","Brian Sullivan",NULL,"25/07/2023","10499.01","EUR","Transfer",NULL,"43862.41","Manual correction"," Invalid Account Number","2023-07-25","Mismatch"
"638839","Taylor Berry",NULL,"04/08/2023","4388.70","EUR","Debit","BR010","72684.19","Difficult magazine environment weight."," Invalid Account Number","2023-08-04","Mismatch"
"272582","Jamie Rodriguez",NULL,"2023-11-30","19854.39","INR","Debit","BR517","95565.22","Manual correction"," Invalid Account Number","2023-11-30","Mismatch"
"507517","Joseph Anderson",NULL,"2023-12-20","1200.76","INVALID","Credit","BR334","99610.59","Manual correction"," Invalid Account Number","2023-12-20","Mismatch"
"967649","Steven Christensen",NULL,"2023-12-22","7104.21","INVALID","Debit","BR859","66533.07","Check bounced"," Invalid Account Number","2023-12-22","Mismatch"
"459849","James Carter",NULL,"2024-06-15","2864.31","EUR","Transfer","BR852","40229.88",NULL," Invalid Account Number","2024-06-15","Mismatch"
"498313","Ashlee Arnold",NULL,"2025-03-13","61.18","GBP","Credit",NULL,"79607.29",NULL," Invalid Account Number","2025-03-13","Mismatch"
"837122","Elizabeth Bell",NULL,"13/04/2025","3148.42","INVALID","Debit","BR732","68089.80","Manual correction"," Invalid Account Number","2025-04-13","Mismatch"
"491842","Antonio Montgomery",NULL,"21/08/2025","4852.51","INVALID","Debit","BR696","60691.46","Manual correction"," Invalid Account Number","2025-08-21","Mismatch"
"968857","Thomas Nguyen",NULL,"10/11/2025","6406.95","INVALID","Debit","BR160","96543.84","Manual correction"," Invalid Account Number","2025-11-10","Mismatch"
"229514","Ralph Holmes",NULL,"January 30, 2026","11229.86","USD","Debit","BR092","63303.15","Manual correction"," Invalid Account Number","2026-01-30","Mismatch"
"735372","Michael Rodriguez","54195710","07/03/2025","16905.60","EUR","Transfer",NULL,"10064.04","Manual correction",NULL,"2025-03-07",NULL
"910193","Shane Adams","34846306","2022-09-02","8126.04","GBP","Debit","BR941","29634.89","Manual correction",NULL,"2022-09-02",NULL
"734828","Curtis Porter","92067737","19/12/2022","14375.39","INVALID","Debit","BR360","56844.36",NULL,NULL,"2022-12-19",NULL
"148357","Robert Jones","55826521","21/05/2025","19700.65","EUR","Transfer","BR640","85101.26",NULL,NULL,"2025-05-21",NULL
"502968","Karen Moran","37700550","2025-10-23","5280.70","EUR","Debit","BR986","66033.14",NULL,NULL,"2025-10-23",NULL
